date,Deutschland,Deutschland,Afghanistan,Afghanistan,Ägypten,Ägypten,Algerien,Algerien,Angola,Angola,Argentinien,Argentinien,Aserbaidschan,Aserbaidschan,Äthiopien,Äthiopien,Australien,Australien,Bangladesch,Bangladesch,Belarus,Belarus,Belgien,Belgien,Benin,Benin,Bolivien,Bolivien,Brasilien,Brasilien,Bulgarien,Bulgarien,Burkina Faso,Burkina Faso,Burundi,Burundi,Chile,Chile,China,China,Costa Rica,Costa Rica,Dänemark,Dänemark,Dominikanische Republik,Dominikanische Republik,Ecuador,Ecuador,El Salvador,El Salvador,Elfenbeinküste,Elfenbeinküste,Finnland,Finnland,Frankreich,Frankreich,Ghana,Ghana,Griechenland,Griechenland,Großbritannien,Großbritannien,Guatemala,Guatemala,Guinea,Guinea,Haiti,Haiti,Honduras,Honduras,Indien,Indien,Indonesien,Indonesien,Irak,Irak,Iran,Iran,Israel,Israel,Italien,Italien,Japan,Japan,Jemen,Jemen,Jordanien,Jordanien,Kambodscha,Kambodscha,Kamerun,Kamerun,Kanada,Kanada,Kasachstan,Kasachstan,Kenia,Kenia,Kirgisistan,Kirgisistan,Kolumbien,Kolumbien,Kuba,Kuba,Libanon,Libanon,Libyen,Libyen,Madagaskar,Madagaskar,Malawi,Malawi,Malaysia,Malaysia,Mali,Mali,Marokko,Marokko,Mexiko,Mexiko,Mosambik,Mosambik,Nepal,Nepal,Nicaragua,Nicaragua,Niederlande,Niederlande,Niger,Niger,Nigeria,Nigeria,Norwegen,Norwegen,Österreich,Österreich,Pakistan,Pakistan,Papua-Neuguinea,Papua-Neuguinea,Paraguay,Paraguay,Peru,Peru,Philippinen,Philippinen,Polen,Polen,Portugal,Portugal,Ruanda,Ruanda,Rumänien,Rumänien,Russland,Russland,Sambia,Sambia,Saudi-Arabien,Saudi-Arabien,Schweden,Schweden,Schweiz,Schweiz,Senegal,Senegal,Serbien,Serbien,Sierra Leone,Sierra Leone,Simbabwe,Simbabwe,Singapur,Singapur,Slowakei,Slowakei,Somalia,Somalia,Spanien,Spanien,Sri Lanka,Sri Lanka,Südafrika,Südafrika,Sudan,Sudan,Südkorea,Südkorea,Südsudan,Südsudan,Syrien,Syrien,Tadschikistan,Tadschikistan,Tansania,Tansania,Thailand,Thailand,Togo,Togo,Tschad,Tschad,Tschechien,Tschechien,Tunesien,Tunesien,Türkei,Türkei,Uganda,Uganda,Ukraine,Ukraine,Ungarn,Ungarn,USA,USA,Usbekistan,Usbekistan,Venezuela,Venezuela,Vereinigte Arabische Emirate,Vereinigte Arabische Emirate,Vietnam,Vietnam
2020-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,,,,,,,,,
2020-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,
2020-12-27,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.19,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.01,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,0.9,0,,,,,,,,
2020-12-28,0.05,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,5.64,,0.01,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,0.02,,,,,,,,,,,,0.01,,0.08,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,1.08,,,,,,,,,
2020-12-29,0.11,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0.02,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,7.32,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,0.03,,0.04,,,,,,,,,,,,0.02,,0.2,,,,0.01,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,1.29,,,,,,,,,
2020-12-30,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.97,,0.02,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,0.3,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,1.54,,,,,,,,,
2020-12-31,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,10.67,,0.07,,,,,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,,,,,,,,,
2021-01-01,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.44,,0.09,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,1.69,,,,,,,,,
2021-01-02,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,12.21,,0.15,,,,,,,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76,,,,,,,,,
2021-01-03,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,0.83,,,,,,,,,,,,0,,,,0.04,,,,,,,,,,,,,,,,,,,,13.82,,0.21,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,0.32,,,,0.07,,,,,,,,0.02,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,1.8,0.01,,,,,,,,
2021-01-04,0.42,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,0.01,,,,0.1,,,,,,,,,,,,,,,,,,,,15.46,,0.33,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,0.05,,0.06,,,,,,,,,,,,0.24,,0.33,,,,0.13,,,,,,,,,,0.11,,,,,,,,,,,,0.01,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,1.98,0.03,,,,,,,,
2021-01-05,0.48,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,0.08,,,,,,0.05,,,,,,1.08,,,,,,,,,,,,0.02,,,,0.16,,,,,,,,,,,,,,,,,,,,16.81,,0.46,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,0.08,,,,,,,,,,,,0.37,,0.46,,,,0.22,,,,,,,,,,0.2,,,,,,,,,,,,0.02,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,2.2,0.05,,,,,,,,
2021-01-06,0.55,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,0.11,,,,,,,,,,,,1.39,,,,,,,,,,,,0.03,,,,0.2,,,,,,,,,,,,,,,,,,,,17.92,,0.57,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,,0.09,,,,,,,,,,,,0.42,,0.6,,,,0.31,,,,,,,,,,0.26,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,,,,,,,,,,2.45,0.11,,,,,,,,
2021-01-07,0.62,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,0.16,,,,,,,,,,,,1.67,,,,,,,,,,,,0.08,,,,0.25,,,,,,,,,,,,,,,,,,,,19.17,,0.72,,,,,,,,,,,,0.58,0,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,0.4,,0.13,,,,,,,,,,,,0.5,,0.71,,,,0.4,,,,,,,,,,0.34,,,,,,,,,,,,0.29,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,2.71,0.19,,,,,,,,
2021-01-08,0.69,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,0.19,,,,,,,,,,0.19,,1.8,,,,,,,,,,,,0.13,,,,0.34,,,,,,,,,,,,,,,,,,,,19.88,,0.88,,,,,,,,,,,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,0.43,,,,0.1,,,,,,,,0.44,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,0.43,,,,,,,,,,,,2.97,0.3,,,,,,,,
2021-01-09,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,1.84,,,,,,,,,,,,0.15,,,,0.39,,,,,,,,,,,,,,,,,,,,20.36,0,1.03,,,,,,,,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,0.53,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,3.08,0.34,,,,,,,,
2021-01-10,0.81,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,1.85,,,,,,,,,,,,0.16,,,,0.43,,3.35,0.57,,,,,,,,,,,,,,,,,20.77,0.06,1.13,,,,,,,,,,,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,0.43,,0.35,,,,,,,,,,,,0.54,,0.73,,,,0.57,,,,,,,,,,0.46,,,,0.14,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,3.14,0.36,,,,,8.37,2.5,,
2021-01-11,0.89,,,,,,,,,,,,,,,,,,,,,,0.29,,,,,,,,0.21,,,,,,,,,,,,1.86,,,,,,,,,,,,0.21,,,,0.48,,3.57,0.6,,,,,,,,,,,,,,,,,20.99,0.27,1.26,,,,,,,,,,,,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,0.41,,,,,,,,,,,,0.68,,0.84,,,,0.65,,,,,,,,,,0.54,,,,,,,,,,0.06,,0.55,,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,0.56,,,,,,,,,,,,3.35,0.45,,,,,,,,
2021-01-12,0.98,,,,,,,,,,,,,,,,,,,,,,0.43,,,,,,,,0.23,,,,,,,,,,,,1.87,,,,,,,,,,,,0.31,,,,0.54,,3.87,0.63,,,,,,,,,,,0,,,,,,21.25,0.66,1.4,,,,,,0,,,,,,1.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,0.52,,0.58,,,,,,,,,,,,0.82,,0.94,,,,0.73,,,,,,,,,,0.66,,,,,,,,,,0.11,,0.75,,,,1.04,,,,,,,,,,,,,,,,,,,,,,,,0.68,,,,,,,,,,,,3.63,0.55,,,,,,,,
2021-01-13,1.12,,,,,,,,,,,,,,,,,,,,,,0.62,,,,,,,,0.25,,,,,,0.06,0.01,,,,,2.08,,,,,,,,,,,,0.4,,,,0.63,,4.28,0.64,,,,,,,,,,,,,,,,,21.81,1.27,1.56,,,,,,,,,,,,1.08,0.03,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,0.7,,0.76,,,,,,,,,,,,0.98,,1.08,,,,,,0.69,,,,,,,,0.78,,,,,,,,,,,,0.87,,,,1.24,,,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,,,3.94,0.63,,,,,,,,
