date,Afghanistan (gestorben),Afghanistan (positiv),Ägypten (gestorben),Ägypten (positiv),Albanien (gestorben),Albanien (positiv),Algerien (gestorben),Algerien (positiv),Andorra (gestorben),Andorra (positiv),Angola (gestorben),Angola (positiv),Antigua.und.Barbuda (gestorben),Antigua.und.Barbuda (positiv),Äquatorialguinea (gestorben),Äquatorialguinea (positiv),Argentinien (gestorben),Argentinien (positiv),Armenien (gestorben),Armenien (positiv),Aserbaidschan (gestorben),Aserbaidschan (positiv),Äthiopien (gestorben),Äthiopien (positiv),Australien (gestorben),Australien (positiv),Bahamas (gestorben),Bahamas (positiv),Bahrain (gestorben),Bahrain (positiv),Bangladesch (gestorben),Bangladesch (positiv),Barbados (gestorben),Barbados (positiv),Belarus (gestorben),Belarus (positiv),Belgien (gestorben),Belgien (positiv),Belize (gestorben),Belize (positiv),Benin (gestorben),Benin (positiv),Bhutan (gestorben),Bhutan (positiv),Bolivien (gestorben),Bolivien (positiv),Bosnien.und.Herzegowina (gestorben),Bosnien.und.Herzegowina (positiv),Botswana (gestorben),Botswana (positiv),Brasilien (gestorben),Brasilien (positiv),Brunei (gestorben),Brunei (positiv),Bulgarien (gestorben),Bulgarien (positiv),Burkina.Faso (gestorben),Burkina.Faso (positiv),Burundi (gestorben),Burundi (positiv),Chile (gestorben),Chile (positiv),China (gestorben),China (positiv),Costa.Rica (gestorben),Costa.Rica (positiv),Dänemark (gestorben),Dänemark (positiv),Deutschland (gestorben),Deutschland (positiv),Dominica (gestorben),Dominica (positiv),Dominikanische.Republik (gestorben),Dominikanische.Republik (positiv),DR.Kongo (gestorben),DR.Kongo (positiv),Dschibuti (gestorben),Dschibuti (positiv),Ecuador (gestorben),Ecuador (positiv),El.Salvador (gestorben),El.Salvador (positiv),Elfenbeinküste (gestorben),Elfenbeinküste (positiv),Eritrea (gestorben),Eritrea (positiv),Estland (gestorben),Estland (positiv),Eswatini (gestorben),Eswatini (positiv),Fiji (gestorben),Fiji (positiv),Finnland (gestorben),Finnland (positiv),Frankreich (gestorben),Frankreich (positiv),Gabun (gestorben),Gabun (positiv),Gambia (gestorben),Gambia (positiv),Georgien (gestorben),Georgien (positiv),Ghana (gestorben),Ghana (positiv),Grenada (gestorben),Grenada (positiv),Griechenland (gestorben),Griechenland (positiv),Großbritannien (gestorben),Großbritannien (positiv),Guatemala (gestorben),Guatemala (positiv),Guinea (gestorben),Guinea (positiv),Guinea.Bissau (gestorben),Guinea.Bissau (positiv),Guyana (gestorben),Guyana (positiv),Haiti (gestorben),Haiti (positiv),Honduras (gestorben),Honduras (positiv),Indien (gestorben),Indien (positiv),Indonesien (gestorben),Indonesien (positiv),Irak (gestorben),Irak (positiv),Iran (gestorben),Iran (positiv),Irland (gestorben),Irland (positiv),Island (gestorben),Island (positiv),Israel (gestorben),Israel (positiv),Italien (gestorben),Italien (positiv),Jamaika (gestorben),Jamaika (positiv),Japan (gestorben),Japan (positiv),Jemen (gestorben),Jemen (positiv),Jordanien (gestorben),Jordanien (positiv),Kambodscha (gestorben),Kambodscha (positiv),Kamerun (gestorben),Kamerun (positiv),Kanada (gestorben),Kanada (positiv),Kap.Verde (gestorben),Kap.Verde (positiv),Kasachstan (gestorben),Kasachstan (positiv),Katar (gestorben),Katar (positiv),Kenia (gestorben),Kenia (positiv),Kirgisistan (gestorben),Kirgisistan (positiv),Kiribati (gestorben),Kiribati (positiv),Kolumbien (gestorben),Kolumbien (positiv),Komoren (gestorben),Komoren (positiv),Kongo (gestorben),Kongo (positiv),Kosovo (gestorben),Kosovo (positiv),Kroatien (gestorben),Kroatien (positiv),Kuba (gestorben),Kuba (positiv),Kuwait (gestorben),Kuwait (positiv),Laos (gestorben),Laos (positiv),Lesotho (gestorben),Lesotho (positiv),Lettland (gestorben),Lettland (positiv),Libanon (gestorben),Libanon (positiv),Liberia (gestorben),Liberia (positiv),Libyen (gestorben),Libyen (positiv),Liechtenstein (gestorben),Liechtenstein (positiv),Litauen (gestorben),Litauen (positiv),Luxemburg (gestorben),Luxemburg (positiv),Madagaskar (gestorben),Madagaskar (positiv),Malawi (gestorben),Malawi (positiv),Malaysia (gestorben),Malaysia (positiv),Malediven (gestorben),Malediven (positiv),Mali (gestorben),Mali (positiv),Malta (gestorben),Malta (positiv),Marokko (gestorben),Marokko (positiv),Marshallinseln (gestorben),Marshallinseln (positiv),Mauretanien (gestorben),Mauretanien (positiv),Mauritius (gestorben),Mauritius (positiv),Mexiko (gestorben),Mexiko (positiv),Mikronesien (gestorben),Mikronesien (positiv),Moldawien (gestorben),Moldawien (positiv),Monaco (gestorben),Monaco (positiv),Mongolei (gestorben),Mongolei (positiv),Montenegro (gestorben),Montenegro (positiv),Mosambik (gestorben),Mosambik (positiv),Myanmar (gestorben),Myanmar (positiv),Namibia (gestorben),Namibia (positiv),Nepal (gestorben),Nepal (positiv),Neuseeland (gestorben),Neuseeland (positiv),Nicaragua (gestorben),Nicaragua (positiv),Niederlande (gestorben),Niederlande (positiv),Niger (gestorben),Niger (positiv),Nigeria (gestorben),Nigeria (positiv),Nordmazedonien (gestorben),Nordmazedonien (positiv),Norwegen (gestorben),Norwegen (positiv),Oman (gestorben),Oman (positiv),Österreich (gestorben),Österreich (positiv),Osttimor (gestorben),Osttimor (positiv),Pakistan (gestorben),Pakistan (positiv),Palästina (gestorben),Palästina (positiv),Palau (gestorben),Palau (positiv),Panama (gestorben),Panama (positiv),Papua.Neuguinea (gestorben),Papua.Neuguinea (positiv),Paraguay (gestorben),Paraguay (positiv),Peru (gestorben),Peru (positiv),Philippinen (gestorben),Philippinen (positiv),Polen (gestorben),Polen (positiv),Portugal (gestorben),Portugal (positiv),Ruanda (gestorben),Ruanda (positiv),Rumänien (gestorben),Rumänien (positiv),Russland (gestorben),Russland (positiv),Saint.Lucia (gestorben),Saint.Lucia (positiv),Salomon.Inseln (gestorben),Salomon.Inseln (positiv),Sambia (gestorben),Sambia (positiv),Samoa (gestorben),Samoa (positiv),San.Marino (gestorben),San.Marino (positiv),São.Tomé.und.Príncipe (gestorben),São.Tomé.und.Príncipe (positiv),Saudi.Arabien (gestorben),Saudi.Arabien (positiv),Schweden (gestorben),Schweden (positiv),Schweiz (gestorben),Schweiz (positiv),Senegal (gestorben),Senegal (positiv),Serbien (gestorben),Serbien (positiv),Seychellen (gestorben),Seychellen (positiv),Sierra.Leone (gestorben),Sierra.Leone (positiv),Simbabwe (gestorben),Simbabwe (positiv),Singapur (gestorben),Singapur (positiv),Slowakei (gestorben),Slowakei (positiv),Slowenien (gestorben),Slowenien (positiv),Somalia (gestorben),Somalia (positiv),Spanien (gestorben),Spanien (positiv),Sri.Lanka (gestorben),Sri.Lanka (positiv),St..Kitts.und.Nevis (gestorben),St..Kitts.und.Nevis (positiv),St..Vincent.Grenadines (gestorben),St..Vincent.Grenadines (positiv),Südafrika (gestorben),Südafrika (positiv),Sudan (gestorben),Sudan (positiv),Südkorea (gestorben),Südkorea (positiv),Südsudan (gestorben),Südsudan (positiv),Surinam (gestorben),Surinam (positiv),Syrien (gestorben),Syrien (positiv),Tadschikistan (gestorben),Tadschikistan (positiv),Taiwan (gestorben),Taiwan (positiv),Tansania (gestorben),Tansania (positiv),Thailand (gestorben),Thailand (positiv),Togo (gestorben),Togo (positiv),Trinidad.Tobago (gestorben),Trinidad.Tobago (positiv),Tschad (gestorben),Tschad (positiv),Tschechien (gestorben),Tschechien (positiv),Tunesien (gestorben),Tunesien (positiv),Türkei (gestorben),Türkei (positiv),Uganda (gestorben),Uganda (positiv),Ukraine (gestorben),Ukraine (positiv),Ungarn (gestorben),Ungarn (positiv),Uruguay (gestorben),Uruguay (positiv),USA (gestorben),USA (positiv),Usbekistan (gestorben),Usbekistan (positiv),Vanuatu (gestorben),Vanuatu (positiv),Vatikan (gestorben),Vatikan (positiv),Venezuela (gestorben),Venezuela (positiv),Vereinigte.Arabische.Emirate (gestorben),Vereinigte.Arabische.Emirate (positiv),Vietnam (gestorben),Vietnam (positiv),Zentralafrikanische.Republik (gestorben),Zentralafrikanische.Republik (positiv),Zypern (gestorben),Zypern (positiv)
2020-06-19,15,619,85,1558,1,60,11,115,0,0,0,6,0,0,3,51,28,1544,9,554,4,364,4,165,0,17,0,0,3,521,42,3430,0,0,6,688,7,94,0,0,1,37,0,1,22,792,1,54,0,6,1018,29158,0,0,3,81,0,1,0,3,175,5420,0,38,0,64,1,42,15,439,0,0,11,437,0,22,1,18,47,565,3,121,1,313,0,14,0,1,0,22,0,0,0,9,35,507,2,138,0,1,0,8,3,335,0,0,1,18,78,973,19,504,0,68,0,12,0,3,3,127,6,447,581,12294,46,1057,61,1369,105,2534,1,17,0,1,1,238,48,244,0,5,4,58,16,41,0,13,0,0,10,280,20,384,0,22,6,415,3,1268,3,153,1,89,0,0,71,2345,0,7,3,120,0,84,0,4,0,10,4,532,0,0,0,0,0,2,0,13,0,23,1,16,0,0,0,5,0,6,0,29,1,20,0,19,0,21,1,24,0,3,0,143,0,0,3,150,0,0,564,4470,0,0,9,352,0,0,0,1,0,4,0,23,0,4,0,2,1,459,0,1,1,51,4,138,0,6,13,567,7,160,0,15,4,943,2,30,0,0,131,6533,0,27,0,0,9,723,0,0,0,12,591,4734,11,525,16,391,3,326,0,22,15,285,161,8219,0,0,0,0,0,16,0,0,0,0,0,8,42,4336,28,1075,3,25,3,113,1,76,0,0,0,28,0,19,0,252,0,5,0,3,0,29,168,338,0,10,0,0,0,0,68,3684,10,184,0,46,1,28,1,15,0,3,0,62,0,0,0,0,0,2,0,4,0,1,0,1,1,67,0,8,18,1432,0,10,16,763,2,4,0,1,622,24971,0,154,0,0,0,0,1,102,2,378,0,2,2,80,0,1
2020-06-20,17,617,89,1540,1,61,11,117,0,0,0,5,0,0,3,51,25,1558,10,529,5,381,2,186,0,20,0,0,3,517,41,3485,0,0,6,671,7,90,0,0,1,34,0,0,22,810,1,54,0,4,1037,31009,0,0,4,87,0,1,0,3,171,5016,0,38,0,66,0,36,15,486,0,0,11,458,0,22,1,17,40,482,3,125,1,347,0,11,0,1,0,20,0,0,0,8,34,524,2,138,0,1,0,7,5,371,0,0,1,21,73,941,21,466,0,68,0,12,0,3,3,139,7,550,580,12790,48,1087,66,1467,111,2518,1,11,0,1,1,239,44,232,0,6,4,62,13,31,0,9,0,0,13,418,20,385,0,20,6,427,3,1153,3,146,1,111,0,0,76,2412,0,10,3,135,0,88,0,7,0,10,4,526,0,0,0,0,0,2,0,13,0,22,0,18,0,0,0,5,0,6,0,36,0,13,0,16,0,25,1,22,0,3,0,164,0,0,4,162,0,0,558,4645,0,0,9,356,0,0,0,1,0,5,0,19,0,4,0,2,1,467,0,1,1,51,5,123,0,8,14,589,8,159,0,16,4,927,2,35,0,0,136,6316,0,42,0,0,9,738,0,0,0,14,598,4370,11,573,16,372,2,340,0,23,15,293,168,8101,0,0,0,0,0,10,0,0,0,0,0,6,43,4418,26,1027,3,21,3,112,1,79,0,0,0,25,0,18,0,234,0,6,0,4,0,25,169,333,0,9,0,0,0,0,65,3849,11,220,0,48,1,27,1,15,0,4,0,61,0,0,0,0,0,2,0,4,0,1,0,1,1,65,0,9,19,1402,0,10,16,777,2,3,0,2,596,25981,0,170,0,0,0,0,1,126,2,363,0,2,2,90,0,1
2020-06-21,16,581,88,1519,1,63,11,122,0,0,0,6,0,0,3,51,25,1601,12,514,5,396,2,170,0,20,0,0,3,505,42,3541,0,0,5,647,6,74,0,0,1,46,0,0,23,847,1,54,0,4,1037,30817,0,0,4,88,0,1,0,8,165,4826,0,34,0,71,0,28,13,536,0,0,10,531,0,22,0,17,47,556,3,129,1,344,0,7,0,1,0,21,0,0,0,6,33,517,2,138,0,1,0,6,4,313,0,0,1,21,73,915,21,471,0,65,0,12,0,4,3,148,7,559,597,13265,47,1088,70,1523,112,2504,1,11,0,1,0,245,41,216,0,6,4,59,13,30,0,10,0,0,13,459,20,382,0,20,6,462,4,1110,3,163,2,153,0,0,81,2530,0,10,3,150,0,91,0,9,0,9,4,533,0,0,0,0,0,2,0,20,0,24,0,17,0,0,0,4,0,7,1,46,1,26,0,17,0,24,1,18,0,2,0,169,0,0,3,172,0,0,669,4815,0,0,10,351,0,0,0,2,0,5,0,21,0,4,0,3,1,467,0,1,1,51,4,116,0,8,14,594,7,150,0,16,4,856,2,33,0,0,123,5230,0,49,0,0,9,659,0,0,0,13,619,3600,12,589,16,363,2,349,0,21,15,292,166,7945,0,0,0,0,0,10,0,0,0,0,0,5,42,4296,26,1013,3,25,3,114,1,83,0,0,1,23,0,15,0,213,0,6,0,4,0,23,170,335,0,9,0,0,0,0,64,3895,9,225,0,45,1,28,1,15,0,4,0,60,0,0,0,0,0,2,0,6,0,0,0,1,1,68,0,9,20,1349,0,11,16,787,1,4,0,4,592,26868,0,176,0,0,0,0,1,134,2,376,0,2,2,107,0,0
2020-06-22,16,517,87,1503,1,58,11,127,0,0,1,6,0,0,3,51,27,1735,11,503,6,412,2,163,0,21,0,0,3,485,42,3595,0,0,6,620,5,64,0,0,1,46,0,0,27,917,1,69,0,4,1045,31171,0,0,4,92,0,1,0,8,163,4750,0,35,0,76,1,44,13,584,0,0,9,586,1,29,1,14,42,474,5,140,1,320,0,5,0,1,0,20,0,0,0,5,33,518,2,101,0,2,0,4,4,313,0,0,1,22,71,895,21,500,0,59,1,9,0,7,3,130,10,597,587,13875,43,1079,74,1623,113,2521,2,9,0,1,1,266,41,204,0,6,4,54,7,18,0,9,0,0,5,311,21,380,0,26,7,434,3,1075,3,153,2,126,0,0,83,2589,0,10,3,155,0,98,0,12,0,8,5,551,0,0,0,1,0,2,0,20,0,22,0,18,0,0,0,4,0,7,1,50,1,28,0,13,0,22,1,14,0,2,0,184,0,0,3,176,0,0,715,4980,0,0,10,355,0,0,0,3,0,6,0,18,0,4,0,4,1,479,0,1,1,51,4,102,0,9,14,609,8,148,1,15,4,936,2,35,0,0,122,5159,0,71,0,0,10,761,0,0,0,14,584,3494,11,609,15,348,2,337,0,25,14,304,159,7854,0,0,0,0,0,7,0,0,0,0,0,6,42,4137,23,1030,2,26,3,114,1,89,0,0,1,23,0,18,0,214,0,5,0,4,0,24,170,342,0,7,0,0,0,0,60,4008,9,211,0,47,1,32,0,13,0,6,0,59,0,0,0,0,0,2,0,5,0,0,0,1,1,66,0,7,21,1295,0,10,16,789,1,4,0,5,594,28628,0,171,0,0,0,0,1,141,2,381,0,2,3,106,0,0
2020-06-23,17,451,86,1469,1,54,10,133,0,0,1,6,0,0,0,0,29,1863,11,502,6,436,2,174,0,22,0,0,3,501,40,3531,0,0,6,588,7,94,0,0,1,45,0,0,27,929,1,72,0,4,1058,31817,0,0,4,94,0,2,0,6,160,4577,0,33,0,82,1,44,13,604,0,0,9,607,1,29,1,11,43,529,5,147,2,318,0,3,0,1,0,22,0,0,0,6,24,523,1,105,0,1,0,5,5,339,0,0,1,22,67,867,23,548,0,57,1,9,0,5,2,129,11,612,368,14588,43,1071,77,1686,114,2504,2,8,0,0,1,287,39,190,0,7,4,56,7,15,0,9,0,0,5,344,21,384,0,29,7,460,3,1072,3,156,2,166,0,0,86,2663,1,10,3,150,1,86,0,16,0,6,4,582,0,0,0,2,0,2,0,21,0,20,1,22,0,0,0,4,0,8,0,58,1,34,0,12,0,21,1,13,0,1,0,202,0,0,3,176,0,0,724,5221,0,0,10,351,0,0,0,3,0,7,0,17,0,4,0,5,1,501,0,1,1,50,4,91,0,5,11,603,7,145,1,16,4,1018,2,31,0,0,111,4881,0,94,0,0,11,765,0,0,0,17,572,3379,12,721,15,333,3,343,0,23,15,299,154,7736,0,0,0,0,1,10,0,0,0,1,0,5,42,3976,32,1043,0,25,3,112,1,95,0,0,1,17,0,19,0,209,0,5,0,5,0,22,170,346,0,11,0,0,0,0,68,4253,10,194,0,48,1,22,0,12,0,8,0,58,0,0,0,0,0,3,0,6,0,0,0,1,1,77,0,5,23,1267,0,10,18,813,1,4,0,5,584,30543,0,167,0,0,0,0,1,148,2,386,0,2,3,92,0,1
2020-06-24,19,404,86,1477,1,56,10,140,0,0,0,6,0,0,0,0,29,2043,12,526,6,473,2,182,0,24,0,0,3,516,40,3453,0,0,5,559,7,93,0,0,1,47,0,0,28,972,1,76,0,2,1046,33322,0,0,4,100,0,3,0,6,159,4827,0,31,0,92,1,46,11,610,0,0,8,647,1,29,1,12,38,450,6,155,1,300,0,2,0,1,0,18,0,0,0,7,22,492,1,104,0,1,0,4,4,346,0,0,0,15,64,835,24,510,0,72,1,9,0,5,2,111,12,610,380,15166,42,1083,80,1778,116,2493,2,8,0,1,1,318,28,226,0,7,5,62,4,16,0,12,0,0,5,390,23,376,0,30,6,487,3,1086,3,166,2,185,0,0,90,2867,1,10,4,159,1,73,0,19,0,6,4,621,0,0,0,2,0,1,0,22,0,21,1,24,0,0,0,4,0,8,1,58,1,53,0,12,0,20,1,16,0,0,0,273,0,0,3,185,0,1,749,5293,0,0,9,335,0,0,0,2,0,8,0,16,0,4,0,6,1,507,0,2,1,50,3,86,0,4,10,612,7,138,1,14,4,1065,1,35,0,0,116,4693,0,110,0,0,11,776,0,0,0,31,563,3397,14,722,16,303,3,347,0,27,15,295,148,7642,0,0,0,0,1,11,0,0,0,0,0,4,42,3719,24,1077,0,27,3,109,1,102,0,0,1,15,0,18,0,201,0,7,0,5,0,20,170,343,0,11,0,0,0,0,76,4483,9,164,0,44,1,18,1,14,0,8,0,58,0,0,0,0,0,3,0,6,0,0,0,1,1,88,0,5,23,1276,0,10,15,838,1,5,0,8,584,31801,0,187,0,0,0,0,1,140,2,396,0,2,3,76,0,1
2020-06-25,18,376,85,1528,1,58,10,151,0,0,0,7,0,6,0,48,29,2135,13,541,6,503,2,174,0,27,0,0,2,522,40,3473,0,0,5,532,6,94,0,0,0,60,0,0,31,1001,1,89,0,2,1032,35710,0,0,3,105,0,5,0,6,152,4852,0,30,0,106,0,42,9,508,0,0,9,642,1,29,1,11,37,580,6,162,2,270,0,0,0,1,1,17,0,0,0,8,21,445,1,107,0,1,0,3,4,363,0,0,0,13,68,789,25,536,0,48,1,9,0,5,1,111,12,661,390,15696,40,1061,83,1917,123,2493,2,7,0,1,2,349,23,221,0,7,5,67,6,24,0,12,0,0,5,390,24,365,0,26,6,553,3,1057,2,161,2,221,0,0,101,2912,0,9,4,161,1,76,0,31,0,4,4,673,0,0,0,2,0,0,0,24,0,20,1,27,0,0,0,3,0,9,0,61,1,53,0,10,0,20,1,19,0,1,1,323,0,0,3,188,0,1,759,5357,0,0,8,335,0,0,0,2,0,11,0,18,0,1,0,9,1,473,0,2,1,50,3,85,0,5,11,591,7,133,1,11,4,1155,1,36,0,0,105,4383,0,112,0,0,13,812,0,0,0,34,551,3459,14,753,14,301,4,332,0,29,13,315,135,7547,0,0,0,0,1,12,0,0,0,0,0,3,41,3521,25,1047,0,33,3,108,1,108,0,0,1,12,0,13,0,180,0,10,0,5,0,23,171,317,0,9,0,0,0,0,79,4926,10,124,0,42,1,16,0,14,0,8,0,59,0,0,0,0,0,2,0,6,0,0,0,1,2,84,0,4,23,1298,0,11,15,860,1,6,0,8,562,33485,0,201,0,0,0,0,2,154,1,402,0,1,3,91,0,1
2020-06-26,19,366,86,1506,1,62,9,169,0,0,0,6,0,6,0,48,29,2253,13,584,6,515,2,194,0,27,0,0,2,556,39,3563,0,0,5,483,5,90,0,0,0,58,0,0,31,992,1,95,0,0,1001,34580,0,0,3,108,0,6,0,6,139,4567,0,33,0,111,1,41,11,534,0,0,9,671,1,29,1,11,36,589,7,170,2,266,0,4,0,1,1,15,0,0,0,8,23,513,1,112,0,1,0,3,5,376,0,0,0,15,67,740,27,474,0,51,1,10,0,5,1,106,17,677,391,16272,44,1089,91,1977,121,2495,2,7,0,1,2,371,21,279,0,5,3,72,6,24,0,14,0,1,4,279,21,344,0,26,5,506,2,1046,3,166,2,237,0,0,109,3024,0,9,4,154,1,74,0,37,0,3,4,718,0,0,0,3,0,0,0,27,0,15,1,28,0,0,0,2,0,11,0,68,1,55,0,10,0,19,1,20,0,1,1,289,0,0,3,184,0,1,769,5415,0,0,9,317,0,0,0,2,0,12,0,21,0,1,0,11,1,497,0,2,1,50,3,83,0,6,10,593,7,134,1,15,4,1195,1,36,0,0,93,3888,0,126,0,0,13,804,0,0,0,54,550,3491,13,802,14,297,4,343,0,28,14,328,134,7378,0,0,0,0,1,14,0,0,0,0,0,3,41,3469,32,1045,1,36,3,102,1,122,0,0,1,14,0,12,0,191,0,10,0,6,0,23,3,333,0,9,0,0,0,0,73,5268,9,137,0,40,0,11,0,14,0,10,0,58,0,0,0,0,0,2,0,5,0,0,0,1,2,90,0,3,23,1324,0,11,15,889,1,7,0,9,562,35550,0,212,0,0,0,0,2,170,1,404,0,1,3,105,0,1
2020-06-27,20,311,86,1452,1,63,8,191,0,0,0,12,0,6,0,48,31,2363,13,600,6,522,3,157,0,32,0,0,3,562,39,3600,0,0,5,451,5,94,0,0,0,68,0,1,33,1023,1,95,0,0,1013,35155,0,0,2,108,0,6,0,9,150,4431,0,27,0,122,1,41,10,541,0,0,9,692,1,29,1,11,38,692,7,179,2,238,0,7,0,1,0,17,0,0,0,8,20,488,1,112,0,1,0,3,3,388,0,0,0,16,63,735,27,520,0,47,1,10,0,7,2,90,17,672,406,16915,42,1112,92,2006,122,2514,3,9,0,1,2,405,15,266,0,5,2,76,6,26,0,14,0,2,2,140,19,332,1,33,7,442,2,1025,3,190,2,219,0,0,116,3280,0,4,4,145,1,71,0,46,0,3,4,749,0,0,0,3,0,1,0,26,0,18,1,26,0,0,0,3,0,16,0,72,1,60,0,9,0,17,1,26,0,1,1,291,0,0,2,173,0,1,800,5371,0,0,8,304,0,1,0,2,0,16,0,22,0,1,0,13,1,529,0,2,1,50,2,82,0,4,7,610,6,129,1,15,4,1198,2,37,0,0,88,3763,0,147,0,0,14,777,0,0,0,83,538,3522,12,772,13,299,5,335,0,25,13,327,138,7231,0,0,0,0,1,14,0,0,0,0,0,2,40,3467,32,1054,1,45,3,97,1,141,0,1,1,14,0,13,0,202,0,10,0,8,0,18,3,362,0,12,0,0,0,0,77,5588,7,120,0,42,0,9,0,23,0,8,0,57,0,0,0,0,0,2,0,8,0,0,0,1,2,121,0,2,22,1341,0,12,17,902,1,7,0,9,555,36843,0,218,0,0,0,0,1,192,1,404,0,1,4,106,0,1
2020-06-28,20,303,85,1422,2,63,7,215,0,0,0,12,0,6,0,48,32,2450,11,625,6,528,3,165,0,41,0,0,3,563,39,3640,0,0,5,424,5,106,0,0,0,55,0,1,34,1019,1,95,0,0,1004,37257,0,0,3,112,0,8,0,4,147,4232,0,26,0,131,1,41,10,489,0,0,9,671,1,29,1,9,29,659,8,187,2,230,0,7,0,1,1,21,0,0,0,8,20,381,1,112,0,1,0,3,4,370,0,0,0,16,63,704,28,541,1,51,1,10,0,7,2,106,17,759,397,17577,41,1160,94,2076,126,2531,3,9,0,1,3,435,15,259,0,5,2,84,7,25,0,13,0,2,1,100,18,342,1,38,8,514,2,1006,3,190,1,237,0,0,134,3302,0,4,4,143,2,74,0,53,0,3,3,756,0,0,0,3,0,1,0,22,0,20,2,27,0,0,0,2,0,17,1,69,0,59,0,9,0,17,1,31,0,1,1,296,0,0,2,166,0,1,689,5187,0,0,8,293,0,0,0,1,0,17,0,18,0,1,0,18,1,535,0,2,1,50,2,79,0,5,7,618,7,139,1,16,5,1240,2,45,0,0,82,3632,0,165,0,0,15,808,0,0,0,107,504,3498,11,772,12,282,5,359,0,25,14,324,137,7098,0,0,0,0,2,18,0,0,0,0,0,2,41,3554,32,1068,1,46,3,100,1,165,0,8,1,14,0,11,0,195,0,11,0,9,0,16,3,357,0,12,0,0,0,0,75,5833,7,105,0,46,0,14,0,25,0,7,0,56,0,0,0,0,0,2,0,10,0,0,0,1,2,158,0,2,21,1365,0,13,19,928,2,7,0,8,554,39069,0,233,0,0,0,0,2,197,2,410,0,1,3,89,0,1
2020-06-29,20,297,85,1421,2,67,8,236,0,0,0,13,0,6,0,48,34,2477,10,648,6,537,4,169,0,49,0,0,3,547,40,3716,0,0,5,395,5,116,0,0,1,54,0,1,36,947,2,114,0,12,1006,37389,0,0,2,121,0,8,0,4,153,4148,0,22,0,142,0,32,11,468,0,0,9,635,0,0,1,8,40,718,8,195,1,220,0,7,0,1,1,22,0,0,0,9,21,453,0,94,0,1,0,3,4,457,0,0,0,15,64,665,28,520,1,52,1,14,0,4,1,92,13,780,412,18089,44,1178,96,2068,133,2526,3,11,0,1,2,494,12,245,0,5,2,94,7,23,0,12,0,2,1,79,17,346,1,32,9,513,2,958,3,199,2,277,0,0,138,3409,0,4,5,145,2,73,0,56,0,4,3,748,0,0,0,2,0,1,0,20,0,17,2,30,0,0,0,2,0,19,1,71,0,58,0,7,0,17,1,30,0,1,2,303,0,0,2,159,0,0,648,5076,0,0,8,285,0,0,0,1,0,19,0,21,0,1,0,19,1,527,0,2,1,50,2,81,0,4,7,602,7,145,0,16,5,1141,2,49,0,0,87,3472,0,169,0,0,14,862,0,0,0,114,530,3560,11,822,12,275,5,360,0,31,16,327,137,6969,0,0,0,0,2,20,0,0,0,0,0,2,42,3633,32,1057,1,49,3,104,2,185,0,9,1,16,0,9,0,193,0,11,0,9,0,13,3,352,0,13,0,0,0,0,77,6096,6,89,0,45,0,10,1,26,0,7,0,55,0,0,0,0,0,3,0,11,0,0,0,1,2,183,0,2,20,1388,0,14,20,926,2,6,0,7,551,40377,1,252,0,0,0,0,2,212,2,420,0,1,2,93,0,1
2020-06-30,19,291,84,1453,2,70,7,262,0,0,0,14,0,6,0,48,33,2475,10,648,7,544,4,143,0,57,0,0,3,528,43,3755,0,0,5,376,5,88,0,0,1,50,0,1,40,976,2,124,0,20,993,36591,0,0,3,125,0,8,0,4,169,4089,0,19,1,156,0,30,11,420,0,0,10,662,0,0,1,9,36,684,9,209,1,228,0,9,0,1,1,20,0,0,0,8,18,416,0,78,0,1,0,2,2,453,0,0,0,15,58,597,27,508,1,50,1,14,0,6,2,91,13,802,418,18471,49,1213,99,2087,136,2527,2,12,0,1,2,542,13,249,0,5,1,105,7,24,0,12,0,2,0,46,16,332,1,35,8,506,2,930,3,202,3,254,0,0,133,3468,0,5,5,145,2,83,0,59,0,3,3,737,0,0,0,1,0,1,0,22,0,18,1,26,0,0,0,2,0,24,1,70,0,60,0,7,0,18,1,29,0,1,2,313,0,0,2,153,0,0,627,4954,0,0,8,271,0,0,0,1,0,24,0,19,0,1,0,19,1,495,0,2,1,50,3,79,0,3,8,618,7,146,0,15,5,1097,2,51,0,0,91,3506,1,180,0,0,14,891,0,0,1,114,524,3486,11,813,13,267,5,343,0,32,16,352,137,6864,0,0,0,0,1,17,0,0,0,0,0,1,43,3811,25,985,1,55,3,108,2,210,0,10,1,16,0,9,0,211,0,11,0,9,0,16,4,360,0,8,0,0,0,0,79,6443,3,82,0,45,0,11,1,28,0,7,0,48,0,0,0,0,0,2,0,11,0,1,0,1,1,186,0,2,19,1392,0,13,18,908,2,7,0,7,524,41712,1,263,0,0,0,0,2,235,1,426,0,1,1,99,0,1
