id,wahlkreis21,gültigerst21,gültigzweit21,cduerst21,spderst21,fdperst21,linerst21,gruerst21,csuerst21,afderst21,unionerst21,maxerst21,cduzweit21,spdzweit21,fdpzweit21,linzweit21,gruzweit21,csuzweit21,afdzweit21,unionzweit21,maxzweit21,unionmaxerst21,spdmaxerst21,fdpmaxerst21,linmaxerst21,grumaxerst21,afdmaxerst21,unionmaxzweit21,spdmaxzweit21,fdpmaxzweit21,linmaxzweit21,grumaxzweit21,afdmaxzweit21,wahlkreis17,gültigerst17,gültigzweit17,cduerst17,spderst17,fdperst17,linerst17,gruerst17,csuerst17,afderst17,unionerst17,parteierst17,maxerst17,cduzweit17,spdzweit17,fdpzweit17,linzweit17,gruzweit17,csuzweit17,afdzweit17,unionzweit17,parteizweit17,maxzweit17,unionmaxerst17,spdmaxerst17,fdpmaxerst17,linmaxerst17,grumaxerst17,afdmaxerst17,unionmaxzweit17,spdmaxzweit17,fdpmaxzweit17,linmaxzweit17,grumaxzweit17,afdmaxzweit17,wahlkreis13,gültigerst13,gültigzweit13,cduerst13,spderst13,fdperst13,linerst13,gruerst13,csuerst13,afderst13,unionerst13,parteierst13,maxerst13,cduzweit13,spdzweit13,fdpzweit13,linzweit13,gruzweit13,csuzweit13,afdzweit13,unionzweit13,parteizweit13,maxzweit13,unionmaxerst13,spdmaxerst13,fdpmaxerst13,linmaxerst13,grumaxerst13,afdmaxerst13,unionmaxzweit13,spdmaxzweit13,fdpmaxzweit13,linmaxzweit13,grumaxzweit13,afdmaxzweit13,wahlkreis09,gültigerst09,gültigzweit09,cduerst09,spderst09,fdperst09,linerst09,gruerst09,csuerst09,unionerst09,parteierst09,maxerst09,cduzweit09,spdzweit09,fdpzweit09,linzweit09,gruzweit09,csuzweit09,unionzweit09,parteizweit09,maxzweit09,unionmaxerst09,spdmaxerst09,fdpmaxerst09,linmaxerst09,grumaxerst09,unionmaxzweit09,spdmaxzweit09,fdpmaxzweit09,linmaxzweit09,grumaxzweit09,wahlkreis05,gültigerst05,gültigzweit05,cduerst05,spderst05,fdperst05,linerst05,gruerst05,csuerst05,unionerst05,parteierst05,maxerst05,cduzweit05,spdzweit05,fdpzweit05,linzweit05,gruzweit05,csuzweit05,unionzweit05,parteizweit05,maxzweit05,unionmaxerst05,spdmaxerst05,fdpmaxerst05,linmaxerst05,grumaxerst05,unionmaxzweit05,spdmaxzweit05,fdpmaxzweit05,linmaxzweit05,grumaxzweit05,wahlkreis02,gültigerst02,gültigzweit02,cduerst02,spderst02,fdperst02,linerst02,gruerst02,csuerst02,unionerst02,parteierst02,maxerst02,cduzweit02,spdzweit02,fdpzweit02,linzweit02,gruzweit02,csuzweit02,unionzweit02,parteizweit02,maxzweit02,unionmaxerst02,spdmaxerst02,fdpmaxerst02,linmaxerst02,grumaxerst02,unionmaxzweit02,spdmaxzweit02,fdpmaxzweit02,linmaxzweit02,grumaxzweit02,wahlkreis98,gültigerst98,gültigzweit98,cduerst98,spderst98,fdperst98,linerst98,gruerst98,csuerst98,unionerst98,parteierst98,maxerst98,cduzweit98,spdzweit98,fdpzweit98,linzweit98,gruzweit98,csuzweit98,unionzweit98,parteizweit98,maxzweit98,unionmaxerst98,spdmaxerst98,fdpmaxerst98,linmaxerst98,grumaxerst98,unionmaxzweit98,spdmaxzweit98,fdpmaxzweit98,linmaxzweit98,grumaxzweit98
63,12,142432,140051,100,1.4,16.1,1.3,98.6,98.7,14,198.7,c(unionerst = 8),100,1.5,26.7,1.5,98.5,98.5,24.2,198.5,8,0,0,0,0,0,0,0,0,0,0,0,0,Frankfurt (Oder) – Oder-Spree,137959,137998,27.1,17.1,5.1,19.1,3.3,0,21.9,27.1,CDU,1,24.6,16.5,6.7,19,4.3,0,22.1,24.6,CDU,1,0,0,0,0,0,0,0,0,0,0,0,0,Frankfurt (Oder) - Oder-Spree,132126,132830,33.9,24.4,1.7,28,3.9,0,0,33.9,CDU,1,33.4,22.3,2.2,24.7,4,0,6.4,33.4,CDU,1,0,0,0,0,0,0,0,0,0,0,0,0,Dahme-Spreewald - Teltow-Fläming III - Oberspreewald-Lausitz I,164606,165465,24.8,32.4,7.3,26.3,5.5,0,24.8,SPD,2,23.6,25.9,9.7,27.1,6,0,23.6,Linke,4,0,0,0,0,0,0,0,0,0,0,Frankfurt (Oder) - Oder-Spree,156069,156259,20.5,35.5,4,33.3,2.8,0,20.5,SPD,2,19,35.3,6.3,29.1,4.5,0,19,SPD,2,0,0,0,0,0,0,0,0,0,0,Frankfurt (Oder) - Oder-Spree,152910,153209,22.1,43.9,5,21.9,3.6,0,22.1,SPD,2,21.9,45.5,5.4,18.9,4.2,0,21.9,SPD,2,0,0,0,0,0,0,0,0,0,0,Bonn,183179,183632,42.8,40.9,6.5,0,7.5,0,42.8,CDU,1,36.5,35.4,11.6,1.5,11.8,0,36.5,CDU,1,0,0,0,0,0,0,0,0,0,0
64,12,128333,132113,100,1.5,16.4,1.4,98.5,98.6,13.6,198.6,c(unionerst = 8),100,1.8,27.9,1.6,98.2,98.4,23.7,198.4,8,0,0,0,0,0,0,0,0,0,0,0,0,Cottbus – Spree-Neiße,129723,130028,28.4,17,5.7,15.7,3.3,0,25.3,28.4,CDU,1,24.1,15.2,7.6,16.5,3.1,0,26.8,24.1,AfD,7,0,0,0,0,0,0,0,0,0,0,0,0,Cottbus - Spree-Neiße,123231,123713,35.9,23.9,2,20,2.7,0,0,35.9,CDU,1,35.8,21.7,2.4,22.6,3.5,0,6.9,35.8,CDU,1,0,0,0,0,0,0,0,0,0,0,0,0,Frankfurt (Oder) - Oder-Spree,134767,135631,22.4,28.5,7.5,32.3,5.6,0,22.4,Linke,4,22.5,24.1,8.9,31.4,5.5,0,22.5,Linke,4,0,0,0,0,0,0,0,0,0,0,Cottbus - Spree-Neiße,146428,146750,22,37.6,5.6,27.2,2.8,0,22,SPD,2,19.9,35.9,6.9,27.5,4.3,0,19.9,SPD,2,0,0,0,0,0,0,0,0,0,0,Cottbus - Spree-Neiße,148896,149260,23,43.4,8.7,20.2,3,0,23,SPD,2,22.5,48.7,5.6,16.6,3.1,0,22.5,SPD,2,0,0,0,0,0,0,0,0,0,0,Rhein-Sieg-Kreis I,178446,178628,44.5,44.6,2.9,0.8,5.1,0,44.5,SPD,2,38.6,40.8,8.8,1.2,7,0,38.6,SPD,2,0,0,0,0,0,0,0,0,0,0
65,12,120377,123365,100,1.7,15.9,1.6,98.3,98.4,14.8,198.4,c(unionerst = 8),100,2,28.9,1.8,98,98.2,27.2,198.2,8,0,0,0,0,0,0,0,0,0,0,0,0,Elbe-Elster – Oberspreewald-Lausitz II,120848,121154,29.5,16.7,5.4,16.2,2.9,0,24.7,29.5,CDU,1,27.7,15.4,6.7,15.5,2.6,0,25.2,27.7,CDU,1,0,0,0,0,0,0,0,0,0,0,0,0,Elbe-Elster - Oberspreewald-Lausitz II,116012,116515,40.9,22.5,1.8,23.4,2.5,0,0,40.9,CDU,1,39.5,19.9,2.5,21.7,2.7,0,5.9,39.5,CDU,1,0,0,0,0,0,0,0,0,0,0,0,0,Cottbus - Spree-Neiße,123961,124649,24.1,27.9,8.8,30,4.6,0,24.1,Linke,4,24.4,24.1,9,29.3,4.9,0,24.4,Linke,4,0,0,0,0,0,0,0,0,0,0,Elbe-Elster - Oberspreewald-Lausitz II,146303,146542,25.9,34.8,5.6,25.8,2.5,0,25.9,SPD,2,23.8,31.7,7.2,27.3,3.2,0,23.8,SPD,2,0,0,0,0,0,0,0,0,0,0,Elbe-Elster - Oberspreewald-Lausitz II,147118,147416,27.9,44.5,6.7,18.6,2.2,0,27.9,SPD,2,26.1,45.8,6.1,15.7,2.7,0,26.1,SPD,2,0,0,0,0,0,0,0,0,0,0,Rhein-Sieg-Kreis II,169409,169677,48.8,41.6,3.6,0.6,3.7,0,48.8,CDU,1,41.7,34.9,11.6,1,7.6,0,41.7,CDU,1,0,0,0,0,0,0,0,0,0,0
66,15,108885,111193,100,1.2,21.5,1,98.8,99,20.7,199,c(unionerst = 8),100,1.6,32.1,1.2,98.4,98.8,32.4,198.8,8,0,0,0,0,0,0,0,0,0,0,0,0,Altmark,109455,109863,32.6,19.1,6.7,19.2,3.4,0,16.5,32.6,CDU,1,32.8,17,7.1,18.5,3.3,0,16.8,32.8,CDU,1,0,0,0,0,0,0,0,0,0,0,0,0,Altmark,106038,106217,42.1,17.6,1.4,30.3,2.8,0,0,42.1,CDU,1,42,19,2.1,24.6,3.3,0,3.6,42,CDU,1,0,0,0,0,0,0,0,0,0,0,0,0,Elbe-Elster - Oberspreewald-Lausitz II,121448,122148,28.9,26.9,7,28.3,3.2,0,28.9,CDU,1,27.4,22.9,8.9,28,3.5,0,27.4,Linke,4,0,0,0,0,0,0,0,0,0,5,Altmark,132396,132712,31.1,33.2,3.4,27.3,2.2,0,31.1,SPD,2,26.4,33,6.3,27.5,3.5,0,26.4,SPD,2,0,0,0,0,0,0,0,0,0,0,Altmark,129385,129346,30.7,45.2,5.7,14.7,2,0,30.7,SPD,2,28,45.6,7.1,13.9,3.1,0,28,SPD,2,0,0,0,0,0,0,0,0,0,0,Oberbergischer Kreis,171196,171716,44.7,44.9,3.6,0,4.6,0,44.7,SPD,2,39.8,41.1,7.9,0.9,6,0,39.8,SPD,2,0,0,0,0,0,0,0,0,0,0
67,15,148519,150499,100,1.2,24.7,1.1,98.8,98.9,22,198.9,c(unionerst = 8),100,3,36.6,1.6,97,98.4,31.6,198.4,8,0,0,0,0,0,0,0,0,0,0,0,0,Börde – Jerichower Land,145948,148088,37.8,20,7.6,20.3,2.4,0,0,37.8,CDU,1,32.1,16.2,7.7,16.6,2.9,0,18.8,32.1,CDU,1,0,0,0,0,0,0,0,0,0,0,0,0,Börde - Jerichower Land,138838,139326,44.6,23.1,2.7,21.4,2.6,0,0,44.6,CDU,1,43.2,19.6,2.9,21.7,3.1,0,3.9,43.2,CDU,1,0,0,0,0,0,0,0,0,0,0,0,0,Altmark,110428,110238,31.2,20,5.9,33.4,3.4,0,31.2,Linke,4,30.2,17.7,8.8,33.6,4.7,0,30.2,Linke,4,0,0,0,0,0,0,0,0,0,0,Elbe-Havel-Gebiet,165147,165661,28.7,37.4,4.6,23,3,0,28.7,SPD,2,26.8,33.3,7.4,25.1,3.7,0,26.8,SPD,2,0,0,0,0,0,0,0,0,0,0,Elbe-Havel-Gebiet,161347,161896,32.4,45.1,7.2,13,2.3,0,32.4,SPD,2,30.2,43.5,8,13.1,3.1,0,30.2,SPD,2,0,0,0,0,0,0,0,0,0,0,Rheinisch-Bergischer Kreis I,147663,147933,46.2,41.8,4,0.8,5.5,0,46.2,CDU,1,37.9,37.8,11.2,1,8.3,0,37.9,CDU,1,0,0,0,0,0,0,0,0,0,0
68,15,138570,143567,100,1.2,27.3,1.1,98.8,98.9,22,198.9,c(unionerst = 8),100,1.7,35.8,1.4,98.3,98.6,33.1,198.6,8,0,0,0,0,0,0,0,0,0,0,0,0,Harz,141128,141531,36.4,17.5,4.9,19.2,3.2,0,16.1,36.4,CDU,1,33.6,16.2,7,17.7,3.5,0,16.9,33.6,CDU,1,0,0,0,0,0,0,0,0,0,0,0,0,Harz,129944,130199,46,19.1,1.4,23,3.8,0,0,46,CDU,1,43.5,18.7,2.3,22.9,3.6,0,3.8,43.5,CDU,1,0,0,0,0,0,0,0,0,0,0,0,0,Börde - Jerichower Land,142854,143041,32.7,22.4,9.7,28.7,3.5,0,32.7,CDU,1,31.5,17.9,10.7,30.6,4.3,0,31.5,CDU,1,0,0,0,0,0,0,0,0,0,0,Harz,142714,143427,27.4,33.8,5.5,26.1,4.2,0,27.4,SPD,2,25.4,34.1,7.2,25.8,3.9,0,25.4,SPD,2,0,0,0,0,0,0,0,0,0,0,Harz,142085,142521,29.7,44.9,7.4,13.4,3.4,0,29.7,SPD,2,29,44.8,7.6,12.8,3.5,0,29,SPD,2,0,0,0,0,0,0,0,0,0,0,Leverkusen - Rheinisch-Bergischer Kreis II,125547,125963,38.8,49.5,3.3,1.1,5.5,0,38.8,SPD,2,33.3,46.8,8.1,1.2,6.8,0,33.3,SPD,2,0,0,0,0,0,0,0,0,0,0
69,15,156780,162894,100,1,21.8,0.9,99,99.1,18.3,199.1,c(unionerst = 8),100,1.4,27,1.3,98.6,98.7,27.4,198.7,8,0,0,0,0,0,0,0,0,0,0,0,0,Magdeburg,160556,160777,27.4,21.7,6.7,18.9,4,0,15.3,27.4,CDU,1,27.8,17.1,7.9,18.7,5.3,0,16.2,27.8,CDU,1,0,0,0,0,0,0,0,0,0,0,0,0,Magdeburg,151568,152026,36.3,25.2,1.4,25.2,4,0,0,36.3,CDU,1,37.5,20.9,2.4,24,5.6,0,4.2,37.5,CDU,1,0,0,0,0,0,0,0,0,0,0,0,0,Harz,141205,141641,33,20.3,7.2,31.1,5.5,0,33,CDU,1,31.3,17.2,9.4,32.2,5,0,31.3,Linke,4,0,0,0,0,0,0,0,0,0,0,Magdeburg,133891,134142,23.3,40.8,3.7,26.1,3.6,0,23.3,SPD,2,20.7,37.3,6.4,26.7,6.1,0,20.7,SPD,2,0,0,0,0,0,0,0,0,0,0,Magdeburg,129081,129271,26.5,47.7,5.9,15.6,3.1,0,26.5,SPD,2,23.8,46.3,7.2,15.4,5.1,0,23.8,SPD,2,0,0,0,0,0,0,0,0,0,0,Wuppertal I,112982,113219,33.8,53.1,4,1.3,5.4,0,33.8,SPD,2,29.4,45.8,9,1.8,9.2,0,29.4,SPD,2,0,0,0,0,0,0,0,0,0,0
70,15,115204,123466,100,1.2,33.9,1.1,98.8,98.9,23.2,198.9,c(unionerst = 8),100,1.7,34.7,1.4,98.3,98.6,31.4,198.6,8,0,0,0,0,0,0,0,0,0,0,0,0,Dessau – Wittenberg,121399,121744,35.2,12.2,5,18.2,4.6,0,19.4,35.2,CDU,1,31.8,14.3,7.3,17.3,3.5,0,20,31.8,CDU,1,0,0,0,0,0,0,0,0,0,0,0,0,Dessau - Wittenberg,118969,119047,44.6,17.3,1.3,21.9,4.4,0,4.7,44.6,CDU,1,42.5,17.1,2.4,22.8,4,0,5.1,42.5,CDU,1,0,0,0,0,0,0,0,0,0,0,0,0,Magdeburg,150016,150366,31,21.9,6.6,32,5.8,0,31,Linke,4,28,18.8,9.2,32.1,6.8,0,28,Linke,4,0,0,0,0,0,0,0,0,0,0,Börde,138288,138646,26.6,36.4,5.9,25.5,1.7,0,26.6,SPD,2,25.1,33.3,7.6,27.3,2.9,0,25.1,SPD,2,0,0,0,0,5,0,0,0,0,0,Börde,135511,135490,32.5,45.2,5.7,14.9,1.8,0,32.5,SPD,2,30.4,44.6,6.7,13.4,2.6,0,30.4,SPD,2,0,0,0,0,0,0,0,0,0,0,Wuppertal II,102133,102425,33,55.2,3.5,1.5,4.4,0,33,SPD,2,28.5,49.2,7.9,1.6,7.4,0,28.5,SPD,2,0,0,0,0,0,0,0,0,0,0
71,15,139289,147946,100,1.5,23.2,1.3,98.5,98.7,21.4,198.7,c(unionerst = 8),100,1.9,31,1.6,98.1,98.4,30.2,198.4,8,0,0,0,0,0,0,0,0,0,0,0,0,Anhalt,145192,145539,31.6,12.9,6.3,21.2,2,0,22.2,31.6,CDU,1,30.7,13.9,7.5,17.8,2.4,0,22.2,30.7,CDU,1,0,0,0,0,5,0,0,0,0,0,0,0,Anhalt,137953,138169,41,15.4,2,28.8,2.1,0,4.6,41,CDU,1,41.5,16.8,2.6,25.6,2.6,0,4.8,41.5,CDU,1,0,0,0,0,5,0,0,0,0,0,0,0,Dessau - Wittenberg,120584,120812,36,18.4,7.3,30.5,4.1,0,36,CDU,1,31.7,16.3,10.4,31.2,5.1,0,31.7,CDU,1,0,0,0,0,0,0,0,0,0,0,Anhalt,160063,160167,30.4,33.6,4.6,24.2,2.5,0,30.4,SPD,2,25.2,31.6,8.8,26,4.1,0,25.2,SPD,2,0,0,0,0,0,0,0,0,0,0,Anhalt,157620,158086,33.2,40.3,6.4,16.2,3.9,0,33.2,SPD,2,29.7,42.9,7.2,14.5,3.2,0,29.7,SPD,2,0,0,0,0,0,0,0,0,0,0,Solingen - Remscheid,163400,163732,40,49.8,3.5,0,3.9,0,40,SPD,2,32.5,45.1,9.5,1.4,6.3,0,32.5,SPD,2,0,0,0,0,0,0,0,0,0,0
72,15,148572,152467,100,1,20.5,0.9,99,99.1,17.7,199.1,c(unionerst = 8),100,1.4,26.7,1.4,98.6,98.6,26.1,198.6,8,0,0,0,0,0,0,0,0,0,0,0,0,Halle,150275,150294,27.1,21.3,6.7,20.3,3.6,0,17.3,27.1,CDU,1,26.5,14.1,9,19.2,7,0,17.8,26.5,CDU,1,0,0,0,0,0,0,0,0,0,0,0,0,Halle,141147,141290,36.3,23.3,2.1,25.5,3.7,0,3.4,36.3,CDU,1,37.7,17.9,3.1,24.4,7.2,0,4.2,37.7,CDU,1,0,0,0,0,0,0,0,0,0,0,0,0,Anhalt,139686,139843,31.3,21.8,7.8,31.6,3.5,0,31.3,Linke,4,30.5,16.6,10.6,33.3,3.7,0,30.5,Linke,4,0,0,0,0,0,0,0,0,0,0,Bernburg - Bitterfeld - Saalkreis,143981,144067,28.7,36.1,6.3,22.2,2.1,0,28.7,SPD,2,25.3,31.4,10.1,25.6,3.4,0,25.3,SPD,2,0,0,0,0,0,0,0,0,0,0,Bernburg - Bitterfeld - Saalkreis,144030,144353,32.5,43.3,7.9,14.4,1.8,0,32.5,SPD,2,31.5,40.3,8.6,14.2,2.9,0,31.5,SPD,2,0,0,0,0,0,0,0,0,0,0,Mettmann I,169275,169788,43.3,46,3.1,1,4.7,0,43.3,SPD,2,35.4,43.2,9.9,1.3,6.3,0,35.4,SPD,2,0,0,0,0,0,0,0,0,0,0
73,15,125859,131219,100,1.2,25.9,1,98.8,99,21.1,199,c(unionerst = 8),100,1.8,33,1.5,98.2,98.5,29.5,198.5,8,0,0,0,0,0,0,0,0,0,0,0,0,Burgenland – Saalekreis,128915,129212,33.6,13.1,6.6,16.9,2.5,0,23.4,33.6,CDU,1,29.9,13.2,7.8,16.3,2.6,0,24.6,29.9,CDU,1,0,0,0,0,0,0,0,0,0,0,0,0,Burgenland - Saalekreis,121639,121847,44.8,15.4,1.5,25.7,3.9,0,0,44.8,CDU,1,42.8,16.3,2.8,23.7,3.1,0,4.3,42.8,CDU,1,0,0,0,0,0,0,0,0,0,0,0,0,Halle,137323,137600,30.9,16.3,8.6,33.7,8.1,0,30.9,Linke,4,26.9,15.8,11.6,31.7,8.7,0,26.9,Linke,4,0,0,0,0,0,0,0,0,0,0,Halle,137146,137301,24.8,36,4.9,27.4,3.5,0,24.8,SPD,2,20.4,33.6,9,26.8,7.2,0,20.4,SPD,2,0,0,0,0,0,0,0,0,0,0,Halle,135966,136194,25.8,39.4,7.8,22.5,3.1,0,25.8,SPD,2,24.5,42,8,17.2,5.9,0,24.5,SPD,2,0,0,0,0,0,0,0,0,0,0,Mettmann II,144102,144477,43.7,46.8,2.7,1.1,3.8,0,43.7,SPD,2,33.5,46.2,9.1,1.2,5.9,0,33.5,SPD,2,0,0,0,0,0,0,0,0,0,0
74,15,133140,140223,100,1.4,24.6,1.2,98.6,98.8,21.3,198.8,c(unionerst = 8),100,1.8,30.5,1.6,98.2,98.4,28.3,198.4,8,0,0,0,0,0,0,0,0,0,0,0,0,Mansfeld,137657,137932,31,15.2,8.1,18.1,2.6,0,23.9,31,CDU,1,28.8,14.4,8.1,17.3,2.4,0,23.9,28.8,CDU,1,0,0,0,0,0,0,0,0,0,0,0,0,Mansfeld,130411,130694,41.9,18.1,1.9,27.6,2.4,0,0,41.9,CDU,1,41.2,17.1,2.9,25.7,2.8,0,4.1,41.2,CDU,1,0,0,0,0,0,0,0,0,0,0,0,0,Burgenland - Saalekreis,124968,125029,33,18.9,9,31.7,3.2,0,33,CDU,1,31.8,15.6,11.3,31.9,3.8,0,31.8,Linke,4,0,0,0,0,0,0,0,0,0,0,Burgenland,151268,151305,29.5,31.6,5.7,26.2,2.1,0,29.5,SPD,2,26,29.6,9,26.6,3.3,0,26,SPD,2,0,0,0,0,0,0,0,0,0,0,Burgenland,148613,149287,34.5,35.5,7.7,16.6,3.2,0,34.5,SPD,2,31.4,40.8,7.6,14.9,2.5,0,31.4,SPD,2,0,0,0,0,0,0,0,0,0,0,Düsseldorf I,177333,177593,42.4,44.7,3.4,1.1,5.6,0,42.4,SPD,2,34.5,40.6,10.8,1.6,8.7,0,34.5,SPD,2,0,0,0,0,0,0,0,0,0,0
75,11,152513,151412,100,1.5,13.1,1.4,98.5,98.6,11.1,198.6,c(unionerst = 8),100,1.5,18.3,1.3,98.5,98.7,18.4,198.7,8,0,0,0,0,0,0,0,0,0,0,0,0,Berlin-Mitte,149071,149443,18.6,23.5,6,20.5,18,0,7.9,18.6,SPD,2,18.6,17.9,8.7,21.5,17.2,0,8.2,18.6,Linke,4,0,0,0,0,0,0,0,0,0,0,0,0,Berlin-Mitte,139292,139400,23.9,28.3,1.5,16.7,18.4,0,3,23.9,SPD,2,22.6,26.1,3.7,18.7,16.7,0,3.9,22.6,SPD,2,0,0,0,0,0,0,0,0,0,0,0,0,Mansfeld,133713,134102,32.2,17.2,8.1,35.2,4.1,0,32.2,Linke,4,29.6,15.7,10.9,34.9,3.7,0,29.6,Linke,4,0,0,0,0,0,0,0,0,0,0,Mansfelder Land,142812,143151,28.1,32.8,5.2,27.8,2,0,28.1,SPD,2,24.4,30.8,8.7,28.7,3,0,24.4,SPD,2,0,0,0,0,0,0,0,0,0,0,Mansfelder Land,143782,144146,31.1,39.8,8.3,17,1.7,0,31.1,SPD,2,30.9,41.8,7.5,15.1,2.3,0,30.9,SPD,2,0,0,0,0,0,0,0,0,0,5,Düsseldorf II,156430,156747,34.8,50.3,2.7,1.3,6,0,34.8,SPD,2,31.3,46.6,7.3,1.8,8.3,0,31.3,SPD,2,0,0,0,0,0,0,0,0,0,0
76,11,183414,188499,100,1.4,12.5,1.3,98.6,98.7,11.5,198.7,c(unionerst = 8),100,1.2,19.3,1,98.8,99,19.6,199,8,0,0,0,0,0,0,0,0,0,0,0,0,Berlin-Pankow,186313,186652,19.6,16.4,4.2,28.8,14.2,0,12.1,19.6,Linke,4,19.8,15.6,6.6,23.5,14.3,0,12.5,19.8,Linke,4,0,0,0,0,0,0,0,0,0,0,0,0,Berlin-Pankow,172647,172824,23.9,21,0.9,28.3,14.7,0,4.1,23.9,Linke,4,23.5,22,2.5,25.2,14.1,0,4.8,23.5,Linke,4,0,0,0,0,0,0,0,0,0,0,0,0,Berlin-Mitte,130606,131015,22,26,6.8,19,21.5,0,22,SPD,2,19,21.2,10.4,19.2,22,0,19,Grüne,5,0,0,0,0,0,0,0,0,0,0,Berlin-Mitte,139361,139785,23.2,41.9,3.7,13.8,13.9,0,23.2,SPD,2,19.3,34.7,7.5,15,18.1,0,19.3,SPD,2,0,0,0,0,0,0,0,0,0,0,Berlin-Mitte,148071,148422,24.7,41.3,4.8,12.9,12.8,0,24.7,SPD,2,23.2,36.9,6.3,9.9,19,0,23.2,SPD,2,0,0,0,0,0,0,0,0,0,0,Neuss I,125307,125507,45.9,44.3,2.6,1,3.8,0,45.9,CDU,1,39.8,41.4,8,1.1,5.7,0,39.8,SPD,2,0,0,0,0,0,0,0,0,0,0
77,11,128641,137240,100,2.5,26.5,2.3,97.5,97.7,23.5,197.7,c(unionerst = 8),100,1.7,36.2,1.6,98.3,98.4,30.5,198.4,8,1,0,0,4.5,0,0,0,0,0,0,0,0,Berlin-Reinickendorf,134860,135105,36.8,23.6,7.2,7.7,7.9,0,13.2,36.8,CDU,1,31,20,11.4,8.5,9.1,0,13.7,31,CDU,1,0,0,0,0,0,0,0,0,0,0,0,0,Berlin-Reinickendorf,130881,131056,45,29.5,2,6.5,6.7,0,4.5,45,CDU,1,40.1,26.4,4.4,7.9,8.7,0,6,40.1,CDU,1,0,0,0,0,0,0,0,0,0,0,0,0,Berlin-Pankow,163263,163749,17.4,27.4,5.9,28.8,16.3,0,17.4,Linke,4,17.2,18.2,8.3,27.5,19.8,0,17.2,Linke,4,0,0,0,0,0,0,0,0,0,0,Berlin-Pankow,172121,172442,15.3,41.1,3,24.3,12.8,0,15.3,SPD,2,14.4,34.6,5.7,24.4,15.8,0,14.4,SPD,2,0,0,0,0,0,0,0,0,0,0,Berlin-Pankow,167669,167993,16.8,44.7,3.7,26.1,6.4,0,16.8,SPD,2,15.9,37.8,4.9,20.2,16.2,0,15.9,SPD,2,0,0,0,0,0,0,0,0,0,0,Neuss II,144325,144607,48.1,41.7,3.8,0.8,4.4,0,48.1,CDU,1,40.6,38.6,10.7,0.9,5.6,0,40.6,CDU,1,0,0,0,0,0,0,0,0,0,0
78,11,126203,133009,100,2.6,22.9,2.3,97.4,97.7,20.8,197.7,c(unionerst = 8),100,1.8,30.4,1.7,98.2,98.3,27.6,198.3,8,0,2.5,0,0,5,0,0,0,0,0,0,0,Berlin-Spandau – Charlottenburg Nord,130574,130747,30.9,32.1,6.4,7.6,6.2,0,13.4,30.9,SPD,2,28.1,22.7,9.9,9.8,8.5,0,14.1,28.1,CDU,1,0,0,0,0,0,0,0,0,0,0,0,0,Berlin-Spandau - Charlottenburg Nord,127763,127846,39.2,37.4,1.4,7.2,4.7,0,4.3,39.2,CDU,1,36.6,28.9,3.8,9.5,8.2,0,5.8,36.6,CDU,1,0,0,0,0,0,0,0,0,0,0,0,0,Berlin-Reinickendorf,129493,129866,39,27.4,10.6,8.1,10.7,0,39,CDU,1,32.9,21.4,15.8,9.3,13.5,0,32.9,CDU,1,0,0,0,0,0,0,0,0,0,0,Berlin-Reinickendorf,143753,144374,37.7,42.5,5.5,4.8,5.4,0,37.7,SPD,2,32.7,33.4,10.8,6.2,10.2,0,32.7,SPD,2,0,0,0,0,0,0,0,0,0,0,Berlin-Reinickendorf,147677,148234,42,42.5,5.9,1.9,6.1,0,42,SPD,2,38.1,35.1,8.5,2,11,0,38.1,CDU,1,0,0,0,0,0,0,0,0,0,0,Mönchengladbach,152096,152527,41.1,47.7,4,0,4.9,0,41.1,SPD,2,37.4,42.5,8.4,1.1,6.5,0,37.4,SPD,2,0,0,0,0,0,0,0,0,0,0
79,11,177282,180720,100,1.4,27.6,1.4,98.6,98.6,22.6,198.6,c(unionerst = 8),100,1.3,34.9,1,98.7,99,29.5,199,8,0,0,0,0,0,0,0,0,0,0,0,0,Berlin-Steglitz-Zehlendorf,178373,178957,35.4,24.6,9.1,7.5,12.7,0,8.2,35.4,CDU,1,29.8,19.2,14.2,9.1,14.2,0,8.8,29.8,CDU,1,0,0,0,0,0,0,0,0,0,0,0,0,Berlin-Steglitz - Zehlendorf,172980,173437,42.5,29.2,2.7,5.3,11.8,0,4.2,42.5,CDU,1,37.2,25.6,6.4,7.2,13.5,0,5.3,37.2,CDU,1,0,0,0,0,0,0,0,0,0,0,0,0,Berlin-Spandau - Charlottenburg Nord,123701,123978,36.4,33.2,8.6,9.3,8.8,0,36.4,CDU,1,30,23.5,14.7,11,13.3,0,30,CDU,1,0,0,0,0,0,0,0,0,0,0,Berlin-Spandau - Charlottenburg Nord,137024,137441,35.6,46.8,4.1,5.6,4.6,0,35.6,SPD,2,29.4,36.2,9.9,7.3,10.5,0,29.4,SPD,2,0,0,0,0,0,0,0,0,0,0,Berlin-Spandau - Charlottenburg-Nord,140699,140995,39,44.1,5.4,2,5.8,0,39,SPD,2,35,37.8,7.9,2.3,11.1,0,35,SPD,2,0,0,0,0,0,0,0,0,0,0,Krefeld,134225,134556,44.7,45.7,1.9,0.8,4.6,0,44.7,SPD,2,35.6,45.5,7.6,1.1,6.4,0,35.6,SPD,2,0,0,0,0,0,0,0,0,0,0
