value,name
245,Kaltenkirchen Stadt (Kaltenkirchen Stadt Briefwahl I)
246,Kaltenkirchen Stadt (Kaltenkirchen Stadt Briefwahl II)
247,Kaltenkirchen Stadt (Kaltenkirchen Stadt Briefwahl IV)
248,Kaltenkirchen Stadt (Kaltenkirchen Stadt Briefwahl V)
249,Kaltenkirchen Stadt (Kaltenkirchen Stadt Briefwahl VI)
250,Kattendorf (Kattendorf)
251,Kayhude (Kayhude)
252,Kisdorf (Kisdorf-Ost)
253,Kisdorf (Kisdorf-West)
254,Kisdorf (Kisdorf-Wohld)
255,Klein Gladebrügge (Klein Gladebrügge)
256,Klein Rönnau (Klein Rönnau)
257,Krems II (Krems II)
258,Kükels (Kükels)
259,Lasbek (Lasbek)
260,Leezen (Heiderfeld)
261,Leezen (Leezen)
262,Lentföhrden (Lentföhrden I)
263,Lentföhrden (Lentföhrden II)
264,Meddewade (Meddewade)
265,Mözen (Mözen)
266,Nahe (Nahe 1)
267,Nahe (Nahe 2)
268,Nahe (Nahe 3)
269,Negernbötel (Negernbötel 1)
270,Negernbötel (Negernbötel 2)
271,Nehms (Nehms)
272,Neritz (Neritz)
273,Neuengörs (Neuengörs 1)
274,Neuengörs (Neuengörs 2)
275,Neuengörs (Neuengörs 3)
276,Neversdorf (Neversdorf)
277,Nienwohld (Nienwohld)
278,Norderstedt Stadt
279,Norderstedt Stadt (Norderstedt 011)
280,Norderstedt Stadt (Norderstedt 012)
281,Norderstedt Stadt (Norderstedt 021)
282,Norderstedt Stadt (Norderstedt 022)
283,Norderstedt Stadt (Norderstedt 031)
284,Norderstedt Stadt (Norderstedt 032)
285,Norderstedt Stadt (Norderstedt 041)
286,Norderstedt Stadt (Norderstedt 042)
287,Norderstedt Stadt (Norderstedt 051)
288,Norderstedt Stadt (Norderstedt 052)
289,Norderstedt Stadt (Norderstedt 061)
290,Norderstedt Stadt (Norderstedt 062)
291,Norderstedt Stadt (Norderstedt 071)
292,Norderstedt Stadt (Norderstedt 072)
293,Norderstedt Stadt (Norderstedt 081)
294,Norderstedt Stadt (Norderstedt 082)
295,Norderstedt Stadt (Norderstedt 091)
296,Norderstedt Stadt (Norderstedt 092)
297,Norderstedt Stadt (Norderstedt 101)
298,Norderstedt Stadt (Norderstedt 102)
299,Norderstedt Stadt (Norderstedt 111)
300,Norderstedt Stadt (Norderstedt 112)
301,Norderstedt Stadt (Norderstedt 121)
302,Norderstedt Stadt (Norderstedt 122)
303,Norderstedt Stadt (Norderstedt 131)
304,Norderstedt Stadt (Norderstedt 132)
305,Norderstedt Stadt (Norderstedt 141)
306,Norderstedt Stadt (Norderstedt 142)
307,Norderstedt Stadt (Norderstedt 151)
308,Norderstedt Stadt (Norderstedt 152)
309,Norderstedt Stadt (Norderstedt 161)
310,Norderstedt Stadt (Norderstedt 162)
311,Norderstedt Stadt (Norderstedt 171)
312,Norderstedt Stadt (Norderstedt 172)
313,Norderstedt Stadt (Norderstedt 181)
314,Norderstedt Stadt (Norderstedt 182)
315,Norderstedt Stadt (Norderstedt 191)
316,Norderstedt Stadt (Norderstedt 192)
317,Norderstedt Stadt (Norderstedt 201)
318,Norderstedt Stadt (Norderstedt 202)
319,Norderstedt Stadt (Norderstedt Stadt Briefwahl I)
320,Norderstedt Stadt (Norderstedt Stadt Briefwahl II)
321,Norderstedt Stadt (Norderstedt Stadt Briefwahl III)
322,Norderstedt Stadt (Norderstedt Stadt Briefwahl IV)
323,Norderstedt Stadt (Norderstedt Stadt Briefwahl IX)
324,Norderstedt Stadt (Norderstedt Stadt Briefwahl V)
325,Norderstedt Stadt (Norderstedt Stadt Briefwahl VI)
326,Norderstedt Stadt (Norderstedt Stadt Briefwahl VII)
327,Norderstedt Stadt (Norderstedt Stadt Briefwahl VIII)
328,Norderstedt Stadt (Norderstedt Stadt Briefwahl X)
329,Norderstedt Stadt (Norderstedt Stadt Briefwahl XI)
330,Norderstedt Stadt (Norderstedt Stadt Briefwahl XII)
331,Norderstedt Stadt (Norderstedt Stadt Briefwahl XIII)
332,Norderstedt Stadt (Norderstedt Stadt Briefwahl XIV)
333,Norderstedt Stadt (Norderstedt Stadt Briefwahl XIX)
334,Norderstedt Stadt (Norderstedt Stadt Briefwahl XV)
335,Norderstedt Stadt (Norderstedt Stadt Briefwahl XVI)
336,Norderstedt Stadt (Norderstedt Stadt Briefwahl XVII)
337,Norderstedt Stadt (Norderstedt Stadt Briefwahl XVIII)
338,Norderstedt Stadt (Norderstedt Stadt Briefwahl XX)
339,Nützen (Nützen)
340,Oering (Oering)
341,Oersdorf (Oersdorf)
342,Pölitz (Pölitz 1)
343,Pölitz (Pölitz 2)
344,Pronstorf (Pronstorf 1)
345,Pronstorf (Pronstorf 2)
346,Pronstorf (Pronstorf 3)
347,Pronstorf (Pronstorf 4)
348,Rethwisch (Rethwisch 1)
349,Rethwisch (Rethwisch 2)
350,Rohlstorf (Rohlstorf)
351,Rümpel (Rümpel 1)
352,Rümpel (Rümpel 2)
353,Schackendorf (Schackendorf)
354,Schieren (Schieren)
355,Schmalensee (Schmalensee)
356,Schmalfeld (Schmalfeld)
357,Schwissel (Schwissel)
358,Seedorf (Seedorf 1)
359,Seedorf (Seedorf 2)
360,Seedorf (Seedorf 3)
361,Seth (Seth 1)
362,Seth (Seth 2)
363,Sievershütten (Sievershütten)
364,Steinburg (Steinburg 1)
365,Steinburg (Steinburg 2)
366,Steinburg (Steinburg 3)
367,Stipsdorf (Stipsdorf)
368,Stocksee (Stocksee)
369,Strukdorf (Strukdorf)
370,Struvenhütten (Struvenhütten)
371,Stuvenborn (Stuvenborn)
372,Sülfeld (Sülfeld 1)
373,Sülfeld (Sülfeld 2)
374,Sülfeld (Sülfeld 3)
375,Sülfeld (Sülfeld 4)
376,Tangstedt (Tangstedt 1)
377,Tangstedt (Tangstedt 2)
378,Tangstedt (Tangstedt 3)
379,Tangstedt (Tangstedt 4)
380,Tangstedt (Tangstedt 5)
381,Tarbek (Tarbek)
382,Tensfeld (Tensfeld)
383,Todendorf (Todendorf)
384,Todesfelde (Todeslfelde)
385,Trappenkamp (Trappenkamp 1)
386,Trappenkamp (Trappenkamp 2)
387,Travenbrück (Travenbrück 1)
388,Travenbrück (Travenbrück 2)
389,Travenbrück (Travenbrück 3)
390,Travenhorst (Travenhorst)
391,Traventhal (Traventhal)
392,Tremsbüttel (Tremsbüttel)
393,Wahlstedt Stadt
394,Wahlstedt Stadt (Wahlstedt 1)
395,Wahlstedt Stadt (Wahlstedt 2)
396,Wahlstedt Stadt (Wahlstedt 3)
397,Wahlstedt Stadt (Wahlstedt 4)
398,Wahlstedt Stadt (Wahlstedt 5)
399,Wahlstedt Stadt (Wahlstedt Stadt Briefwahl 1)
400,Wahlstedt Stadt (Wahlstedt Stadt Briefwahl 2)
401,Wakendorf I (Wakendorf I)
402,Wakendorf II (Wakendorf II)
403,Weede (Weede)
404,Wensin (Wensin)
405,Westerrade (Westerrade)
406,Winsen (Winsen)
407,Wittenborn (Wittenborn)
408,WK Segeberg-Stormarn-Mitte (Kreis Segeberg)
409,WK Segeberg-Stormarn-Mitte (Kreis Stormarn)
