value,name
277,Norderstedt (Stimmbezirk Norderstedt 091)
278,Norderstedt (Stimmbezirk Norderstedt 092)
279,Norderstedt (Stimmbezirk Norderstedt 101)
280,Norderstedt (Stimmbezirk Norderstedt 102)
281,Norderstedt (Stimmbezirk Norderstedt 111)
282,Norderstedt (Stimmbezirk Norderstedt 112)
283,Norderstedt (Stimmbezirk Norderstedt 121)
284,Norderstedt (Stimmbezirk Norderstedt 122)
285,Norderstedt (Stimmbezirk Norderstedt 131)
286,Norderstedt (Stimmbezirk Norderstedt 132)
287,Norderstedt (Stimmbezirk Norderstedt 141)
288,Norderstedt (Stimmbezirk Norderstedt 142)
289,Norderstedt (Stimmbezirk Norderstedt 151)
290,Norderstedt (Stimmbezirk Norderstedt 152)
291,Norderstedt (Stimmbezirk Norderstedt 161)
292,Norderstedt (Stimmbezirk Norderstedt 162)
293,Norderstedt (Stimmbezirk Norderstedt 171)
294,Norderstedt (Stimmbezirk Norderstedt 172)
295,Norderstedt (Stimmbezirk Norderstedt 181)
296,Norderstedt (Stimmbezirk Norderstedt 182)
297,Norderstedt (Stimmbezirk Norderstedt 191)
298,Norderstedt (Stimmbezirk Norderstedt 192)
299,Norderstedt (Stimmbezirk Norderstedt 201)
300,Norderstedt (Stimmbezirk Norderstedt 202)
301,Nützen (Gemeinde)
302,Nützen (Stimmbezirk Nützen)
303,Oering (Gemeinde)
304,Oering (Stimmbezirk Oering 401)
305,Oering (Stimmbezirk Oering 402)
306,Oersdorf (Gemeinde)
307,Oersdorf (Stimmbezirk Oersdorf)
308,Pölitz (Gemeinde)
309,Pölitz (Stimmbezirk Pölitz 1)
310,Pölitz (Stimmbezirk Pölitz 2)
311,Pronstorf (Gemeinde)
312,Pronstorf (Stimmbezirk Pronstorf 1)
313,Pronstorf (Stimmbezirk Pronstorf 2)
314,Pronstorf (Stimmbezirk Pronstorf 3)
315,Rethwisch (Gemeinde)
316,Rethwisch (Stimmbezirk Rethwisch 1)
317,Rethwisch (Stimmbezirk Rethwisch 2)
318,Rohlstorf (Gemeinde)
319,Rohlstorf (Stimmbezirk Rohlstorf)
320,Rümpel (Gemeinde)
321,Rümpel (Stimmbezirk Rümpel 1)
322,Rümpel (Stimmbezirk Rümpel 2)
323,Schackendorf (Gemeinde)
324,Schackendorf (Stimmbezirk Schackendorf)
325,Schieren (Gemeinde)
326,Schieren (Stimmbezirk Schieren)
327,Schmalensee (Gemeinde)
328,Schmalensee (Stimmbezirk Schmalensee)
329,Schmalfeld (Gemeinde)
330,Schmalfeld (Stimmbezirk Schmalfeld)
331,Schwissel (Gemeinde)
332,Schwissel (Stimmbezirk Schwissel)
333,Seedorf (Gemeinde)
334,Seedorf (Stimmbezirk Seedorf 1)
335,Seedorf (Stimmbezirk Seedorf 2)
336,Seedorf (Stimmbezirk Seedorf 3)
337,Seth (Gemeinde)
338,Seth (Stimmbezirk Seth 501)
339,Seth (Stimmbezirk Seth 502)
340,Sievershütten (Gemeinde)
341,Sievershütten (Stimmbezirk Sievershütten)
342,Steinburg (Gemeinde)
343,Steinburg (Stimmbezirk Steinburg 1)
344,Steinburg (Stimmbezirk Steinburg 2)
345,Steinburg (Stimmbezirk Steinburg 3)
346,Stipsdorf (Gemeinde)
347,Stipsdorf (Stimmbezirk Stipsdorf)
348,Stocksee (Gemeinde)
349,Stocksee (Stimmbezirk Stocksee)
350,Strukdorf (Gemeinde)
351,Strukdorf (Stimmbezirk Strukdorf)
352,Struvenhütten (Gemeinde)
353,Struvenhütten (Stimmbezirk Struvenhütten)
354,Stuvenborn (Gemeinde)
355,Stuvenborn (Stimmbezirk Stuvenborn)
356,Sülfeld (Gemeinde)
357,Sülfeld (Stimmbezirk Sülfeld 601)
358,Sülfeld (Stimmbezirk Sülfeld 602)
359,Sülfeld (Stimmbezirk Sülfeld 603)
360,Sülfeld (Stimmbezirk Sülfeld 604)
361,Tangstedt (Gemeinde)
362,Tangstedt (Stimmbezirk Tangstedt 1)
363,Tangstedt (Stimmbezirk Tangstedt 2)
364,Tangstedt (Stimmbezirk Tangstedt 3)
365,Tangstedt (Stimmbezirk Tangstedt 4)
366,Tangstedt (Stimmbezirk Tangstedt 5)
367,Tarbek (Gemeinde)
368,Tarbek (Stimmbezirk Tarbek)
369,Tensfeld (Gemeinde)
370,Tensfeld (Stimmbezirk Tensfeld)
371,Todendorf (Gemeinde)
372,Todendorf (Stimmbezirk Todendorf)
373,Todesfelde (Gemeinde)
374,Todesfelde (Stimmbezirk Todeslfelde)
375,Trappenkamp (Gemeinde)
376,Trappenkamp (Stimmbezirk Trappenkamp 1)
377,Trappenkamp (Stimmbezirk Trappenkamp 2)
378,Travenbrück (Gemeinde)
379,Travenbrück (Stimmbezirk Travenbrück 1)
380,Travenbrück (Stimmbezirk Travenbrück 2)
381,Travenbrück (Stimmbezirk Travenbrück 3)
382,Travenhorst (Gemeinde)
383,Travenhorst (Stimmbezirk Travenhorst)
384,Traventhal (Gemeinde)
385,Traventhal (Stimmbezirk Traventhal)
386,Tremsbüttel (Gemeinde)
387,Tremsbüttel (Stimmbezirk Tremsbüttel)
388,Wahlstedt (Briefwahlbezirk Wahlstedt Stadt Briefwahl 1)
389,Wahlstedt (Briefwahlbezirk Wahlstedt Stadt Briefwahl 2)
390,Wahlstedt (Gemeinde)
391,Wahlstedt (Stimmbezirk Wahlstedt 1)
392,Wahlstedt (Stimmbezirk Wahlstedt 2)
393,Wahlstedt (Stimmbezirk Wahlstedt 3)
394,Wahlstedt (Stimmbezirk Wahlstedt 4)
395,Wahlstedt (Stimmbezirk Wahlstedt 5)
396,Wakendorf I (Gemeinde)
397,Wakendorf I (Stimmbezirk Wakendorf I)
398,Wakendorf II (Gemeinde)
399,Wakendorf II (Stimmbezirk Wakendorf II)
400,Weede (Gemeinde)
401,Weede (Stimmbezirk Weede)
402,Wensin (Gemeinde)
403,Wensin (Stimmbezirk Wensin)
404,Westerrade (Gemeinde)
405,Westerrade (Stimmbezirk Westerrade)
406,Winsen (Gemeinde)
407,Winsen (Stimmbezirk Winsen)
408,Wittenborn (Gemeinde)
409,Wittenborn (Stimmbezirk Wittenborn)
